state,year,month,day,minTemp,maxTemp,rainFall
Northern Territory,2020,April,9,21.3,27.96666667,1.866666667
Northern Territory,2020,April,10,18.66666667,29.3,0.066666667
Northern Territory,2020,April,11,17.9,31.3,6.733333333
Northern Territory,2020,April,12,19.9,33.4,0
Northern Territory,2020,April,13,19.16666667,34,8.133333333
Northern Territory,2020,April,14,20.46666667,33.13333333,1.466666667
Northern Territory,2020,April,15,19.76666667,35.16666667,0.066666667
Northern Territory,2020,April,16,20.1,36.26666667,0
Northern Territory,2020,April,17,21.53333333,34.16666667,0
Northern Territory,2020,April,18,21.56666667,33.23333333,0
Northern Territory,2020,April,19,20.33333333,34.63333333,2.866666667
Northern Territory,2020,April,20,24,36.73333333,0.133333333
Northern Territory,2020,April,21,23.8,35.16666667,0.066666667
Northern Territory,2020,April,22,22.66666667,35.63333333,0
Northern Territory,2020,April,23,22.5,36.16666667,0
Northern Territory,2020,April,24,22.06666667,34.5,0
Northern Territory,2020,April,25,21.5,34.83333333,0
Northern Territory,2020,April,26,21.6,34.7,0
Northern Territory,2020,April,27,22.23333333,33.4,0
Northern Territory,2020,April,28,21.03333333,35,0
Northern Territory,2020,April,29,22.2,34.7,0
Northern Territory,2020,April,30,19.9,27.5,0
Northern Territory,2020,August,1,10,27.33333333,0
Northern Territory,2020,August,2,10.6,28.1,0
Northern Territory,2020,August,3,12.16666667,29.06666667,0
Northern Territory,2020,August,4,13.9,30.4,0
Northern Territory,2020,August,5,17.6,30.83333333,0
Northern Territory,2020,August,6,17.06666667,25.46666667,1.333333333
Northern Territory,2020,August,7,11.73333333,24.7,0
Northern Territory,2020,August,8,11.4,24.93333333,0
Northern Territory,2020,August,9,10.6,25.45,0
Northern Territory,2020,August,10,12.15,28.55,0
Northern Territory,2020,August,11,16.46666667,28.86666667,0
Northern Territory,2020,August,12,16.25,29.55,0
Northern Territory,2020,August,13,16.8,31.66666667,0
Northern Territory,2020,August,14,17.46666667,29.53333333,0
Northern Territory,2020,August,15,15.26666667,28.56666667,0
Northern Territory,2020,August,16,15,31.36666667,0
Northern Territory,2020,August,17,19.43333333,33.13333333,0
Northern Territory,2020,August,18,18.4,31.6,0
Northern Territory,2020,August,19,17.7,29.06666667,0
Northern Territory,2020,August,20,15.4,28.4,0
Northern Territory,2020,August,21,14.83333333,29.56666667,0
Northern Territory,2020,August,22,15.23333333,28.36666667,0
Northern Territory,2020,August,23,13.86666667,29.36666667,0
Northern Territory,2020,August,24,13.9,31.93333333,0
Northern Territory,2020,August,25,16.7,33.16666667,0
Northern Territory,2020,August,26,15.7,32.93333333,0
Northern Territory,2020,August,27,16.06666667,33.1,0
Northern Territory,2020,August,28,16.6,30.63333333,0
Northern Territory,2020,August,29,13.8,30.76666667,0
Northern Territory,2020,August,30,15.2,32.3,0
Northern Territory,2020,August,31,16.96666667,31.33333333,0
Northern Territory,2020,December,1,27.23333333,37.5,2.666666667
Northern Territory,2020,December,2,24.8,35.56666667,1.466666667
Northern Territory,2020,December,3,26.3,38.55,1
Northern Territory,2020,December,4,24.46666667,38.96666667,1
Northern Territory,2020,December,5,26.25,36.2,5.2
Northern Territory,2020,December,6,27.35,37.3,0
Northern Territory,2020,December,7,23.5,33.23333333,2.81
Northern Territory,2020,December,8,23.2,34.26666667,0.133333333
Northern Territory,2020,December,9,24.56666667,35.76666667,0
Northern Territory,2020,December,10,24.7,33.56666667,0
Northern Territory,2020,December,11,23.46666667,35.4,2.2
Northern Territory,2020,December,12,26.9,36.8,0
Northern Territory,2020,December,13,24,34.4,1.073333333
Northern Territory,2020,December,14,24.23333333,34.8,17.6
Northern Territory,2020,December,15,23.86666667,36.1,12.46666667
Northern Territory,2020,December,16,24.83333333,36.76666667,12.6
Northern Territory,2020,December,17,24.73333333,36.63333333,9.8
Northern Territory,2020,December,18,25.3,34.96666667,3.8
Northern Territory,2020,December,19,25.1,31.8,3
Northern Territory,2020,December,20,25.23333333,30.9,2.54
Northern Territory,2020,December,21,22.56666667,30.06666667,23.4
Northern Territory,2020,December,22,20.56666667,25.6,22.6
Northern Territory,2020,December,23,19.96666667,24.16666667,27.33333333
Northern Territory,2020,December,24,19.16666667,26.66666667,6.2
Northern Territory,2020,December,25,20.1,30.46666667,2.066666667
Northern Territory,2020,December,26,21.7,33.36666667,0.266666667
Northern Territory,2020,December,27,23.96666667,35,24.6
Northern Territory,2020,December,28,22.7,32.7,5.133333333
Northern Territory,2020,December,29,21.6,30.93333333,19.13333333
Northern Territory,2020,December,30,21.33333333,33.53333333,13.93333333
Northern Territory,2020,December,31,22.3,34.36666667,0.066666667
Northern Territory,2020,February,1,26.46666667,34.03333333,0.2
Northern Territory,2020,February,2,23.8,29.73333333,29.66666667
Northern Territory,2020,February,3,23.06666667,31.2,9.266666667
Northern Territory,2020,February,4,23.23333333,31.7,14.13333333
Northern Territory,2020,February,5,24.5,34.43333333,1.133333333
Northern Territory,2020,February,6,24.66666667,36.1,0.133333333
Northern Territory,2020,February,7,24.8,36.86666667,0
Northern Territory,2020,February,8,24.2,37.96666667,0.533333333
Northern Territory,2020,February,9,26.16666667,38.26666667,0
Northern Territory,2020,February,10,25.93333333,39.06666667,2.4
Northern Territory,2020,February,11,26.9,36.9,7.866666667
Northern Territory,2020,February,12,24.05,37.6,0
Northern Territory,2020,February,13,26.1,39.2,0
Northern Territory,2020,February,14,27.1,39.43333333,0
Northern Territory,2020,February,15,27.76666667,38.96666667,0
Northern Territory,2020,February,16,26.96666667,38.33333333,0
Northern Territory,2020,February,17,27.26666667,38.6,0
Northern Territory,2020,February,18,25.73333333,38.2,0
Northern Territory,2020,February,19,25.2,36.2,0.466666667
Northern Territory,2020,February,20,22.36666667,34.76666667,14.13333333
Northern Territory,2020,February,21,23.1,35.66666667,12.4
Northern Territory,2020,February,22,23.7,35.43333333,12.46666667
Northern Territory,2020,February,23,23.26666667,36.06666667,0
Northern Territory,2020,February,24,25.43333333,35.76666667,0
Northern Territory,2020,February,25,26.06666667,34.86666667,1.666666667
Northern Territory,2020,February,26,27.06666667,33.66666667,0
Northern Territory,2020,February,27,23.96666667,34.4,8.4
Northern Territory,2020,February,28,24.5,33.83333333,11.26666667
Northern Territory,2020,February,29,23.43333333,35.83333333,0.4
Northern Territory,2020,January,1,24.23333333,38.63333333,1.933333333
Northern Territory,2020,January,2,25.7,38.7,1.266666667
Northern Territory,2020,January,3,27.53333333,39.83333333,0
Northern Territory,2020,January,4,27.26666667,38.66666667,0
Northern Territory,2020,January,5,24.76666667,35.3,2.8
Northern Territory,2020,January,6,23.83333333,33.03333333,1
Northern Territory,2020,January,7,24.23333333,36.26666667,1.666666667
Northern Territory,2020,January,8,25.03333333,37.43333333,4.2
Northern Territory,2020,January,9,26.46666667,37.83333333,0.866666667
Northern Territory,2020,January,10,27.9,36.23333333,12.2
Northern Territory,2020,January,11,25.2,35.53333333,20.33333333
Northern Territory,2020,January,12,26.06666667,36.86666667,0
Northern Territory,2020,January,13,26.56666667,38.53333333,0.133333333
Northern Territory,2020,January,14,25.8,38.96666667,1.733333333
Northern Territory,2020,January,15,26.9,40.43333333,0.466666667
Northern Territory,2020,January,16,28.43333333,39.13333333,0
Northern Territory,2020,January,17,26.2,37.13333333,0.333333333
Northern Territory,2020,January,18,25.3,38.83333333,6.8
Northern Territory,2020,January,19,25.83333333,34.26666667,1.133333333
Northern Territory,2020,January,20,23.13333333,33.06666667,21.13333333
Northern Territory,2020,January,21,22.66666667,33.6,25.93333333
Northern Territory,2020,January,22,24.8,33.56666667,29.73333333
Northern Territory,2020,January,23,25.56666667,37.03333333,18.33333333
Northern Territory,2020,January,24,25.56666667,32.36666667,0.066666667
Northern Territory,2020,January,25,24.96666667,34.1,0.666666667
Northern Territory,2020,January,26,23.73333333,36.43333333,0.066666667
Northern Territory,2020,January,27,25.36666667,37.23333333,0
Northern Territory,2020,January,28,26.83333333,38.13333333,0
Northern Territory,2020,January,29,27.1,32.23333333,0.533333333
Northern Territory,2020,January,30,22.66666667,34.03333333,9.866666667
Northern Territory,2020,January,31,25.86666667,36,3.933333333
Northern Territory,2020,July,1,13.1,29.4,0
Northern Territory,2020,July,2,19.3,32,0
Northern Territory,2020,July,3,14.06666667,26.5,0
Northern Territory,2020,July,4,13.8,23.73333333,0
Northern Territory,2020,July,5,12.03333333,23.53333333,0
Northern Territory,2020,July,6,9.933333333,23.23333333,0
Northern Territory,2020,July,7,9.866666667,24.36666667,0
Northern Territory,2020,July,8,10.23333333,24.66666667,0
Northern Territory,2020,July,9,11.53333333,26.76666667,0
Northern Territory,2020,July,10,12.4,28.16666667,0
Northern Territory,2020,July,11,14.96666667,26.83333333,0
Northern Territory,2020,July,12,12.7,24.43333333,0
Northern Territory,2020,July,13,10.33333333,23.03333333,0
Northern Territory,2020,July,14,8.6,23.63333333,0
Northern Territory,2020,July,15,9.233333333,24.86666667,0
Northern Territory,2020,July,16,9.666666667,25,0
Northern Territory,2020,July,17,9.766666667,26.26666667,0
Northern Territory,2020,July,18,10.8,27.9,0
Northern Territory,2020,July,19,12.46666667,27.86666667,0
Northern Territory,2020,July,20,14.06666667,25.83333333,0
Northern Territory,2020,July,21,13.33333333,23.73333333,0.2
Northern Territory,2020,July,22,10,24.56666667,0.066666667
Northern Territory,2020,July,23,10.2,25.3,0
Northern Territory,2020,July,24,10.76666667,27.2,0
Northern Territory,2020,July,25,13.03333333,25.7,0
Northern Territory,2020,July,26,11.63333333,25.1,0
Northern Territory,2020,July,27,10.83333333,25.33333333,0
Northern Territory,2020,July,28,10.23333333,25.8,0
Northern Territory,2020,July,29,9.066666667,26.2,0
Northern Territory,2020,July,30,9.966666667,26.26666667,0
Northern Territory,2020,July,31,9.8,27.2,0
Northern Territory,2020,June,1,16.2,27.56666667,0
Northern Territory,2020,June,2,14.06666667,25.33333333,0
Northern Territory,2020,June,3,11.16666667,24.33333333,0
Northern Territory,2020,June,4,12,23.56666667,0
Northern Territory,2020,June,5,10.5,25.1,0
Northern Territory,2020,June,6,11.03333333,26,0
Northern Territory,2020,June,7,12.63333333,25.73333333,0
Northern Territory,2020,June,8,12.26666667,25.36666667,0
Northern Territory,2020,June,9,12.43333333,26.43333333,0
Northern Territory,2020,June,10,13.26666667,27.5,0
Northern Territory,2020,June,11,14.53333333,28,0
Northern Territory,2020,June,12,13.76666667,28.16666667,0
Northern Territory,2020,June,13,15.3,29.8,0
Northern Territory,2020,June,14,17.6,26.33333333,0
Northern Territory,2020,June,15,15,27.46666667,0
Northern Territory,2020,June,16,13.5,26.1,0
Northern Territory,2020,June,17,10.5,26.25,0
Northern Territory,2020,June,18,12.46666667,28.73333333,0
Northern Territory,2020,June,19,14.9,29.7,0
Northern Territory,2020,June,20,16.1,27.66666667,0
Northern Territory,2020,June,21,13.7,25.23333333,0.333333333
Northern Territory,2020,June,22,10.53333333,23.33333333,0
Northern Territory,2020,June,23,10.45,24.65,0
Northern Territory,2020,June,24,10.75,25.7,0
Northern Territory,2020,June,25,10.55,25.15,0
Northern Territory,2020,June,26,9.4,25.25,0
Northern Territory,2020,June,27,10.2,25.8,0
Northern Territory,2020,June,28,16.15,28.75,0
Northern Territory,2020,June,29,11.33333333,26.9,0
Northern Territory,2020,June,30,12.1,28.46666667,0
Northern Territory,2020,March,1,23.8,36.26666667,0.066666667
Northern Territory,2020,March,2,25.13333333,31.83333333,4
Northern Territory,2020,March,3,21.13333333,25.26666667,28.33333333
Northern Territory,2020,March,4,20.9,28.26666667,28.26666667
Northern Territory,2020,March,5,21.53333333,30.46666667,0.666666667
Northern Territory,2020,March,6,21.33333333,32.13333333,0
Northern Territory,2020,March,7,20.8,32.46666667,17.6
Northern Territory,2020,March,8,21.73333333,32.2,1.333333333
Northern Territory,2020,March,9,21.33333333,31.26666667,21.53333333
Northern Territory,2020,March,10,20.43333333,33.46666667,19.33333333
Northern Territory,2020,March,11,22.63333333,35.2,0
Northern Territory,2020,March,12,24.8,36.4,0
Northern Territory,2020,March,13,23.43333333,35.93333333,0
Northern Territory,2020,March,14,24.33333333,34.8,0
Northern Territory,2020,March,15,22.3,33.7,8.866666667
Northern Territory,2020,March,16,20.96666667,33.43333333,0.866666667
Northern Territory,2020,March,17,20.4,33.95,0
Northern Territory,2020,March,18,23.03333333,35.1,0.466666667
Northern Territory,2020,March,19,21.5,35.2,1.5
Northern Territory,2020,March,20,21.86666667,35.1,0
Northern Territory,2020,March,21,21.96666667,35.66666667,0
Northern Territory,2020,March,22,21.83333333,35.96666667,0
Northern Territory,2020,March,23,22.53333333,35.16666667,0
Northern Territory,2020,March,24,23.3,35.06666667,1.4
Northern Territory,2020,March,25,23.03333333,33.5,6.6
Northern Territory,2020,March,26,21.86666667,33.76666667,0.2
Northern Territory,2020,March,27,23.53333333,34.66666667,0
Northern Territory,2020,March,28,21.86666667,35.46666667,0
Northern Territory,2020,March,29,23.96666667,37,0
Northern Territory,2020,March,30,23.9,36.03333333,0
Northern Territory,2020,March,31,23.23333333,34.76666667,0
Northern Territory,2020,May,1,14.66666667,25.4,0
Northern Territory,2020,May,2,13.16666667,25.76666667,0
Northern Territory,2020,May,3,13.76666667,26.66666667,0
Northern Territory,2020,May,4,14.2,27.6,0
Northern Territory,2020,May,5,14.16666667,28.76666667,0
Northern Territory,2020,May,6,14.3,30.83333333,0
Northern Territory,2020,May,7,16.36666667,31.86666667,0
Northern Territory,2020,May,8,17.13333333,32.3,0
Northern Territory,2020,May,9,18.53333333,30.23333333,0
Northern Territory,2020,May,10,16.36666667,27.23333333,0
Northern Territory,2020,May,11,15.5,26.26666667,0
Northern Territory,2020,May,12,15.8,27.93333333,0
Northern Territory,2020,May,13,15.2,27.66666667,0
Northern Territory,2020,May,14,14.13333333,27.06666667,0
Northern Territory,2020,May,15,13.55,27.15,0
Northern Territory,2020,May,16,13.96666667,27.9,0
Northern Territory,2020,May,17,15.16666667,28,0
Northern Territory,2020,May,18,15.1,28.73333333,0
Northern Territory,2020,May,19,16.7,30,0
Northern Territory,2020,May,20,20.2,26.16666667,0.266666667
Northern Territory,2020,May,21,16.5,21.23333333,0.6
Northern Territory,2020,May,22,14.76666667,18.96666667,0.266666667
Northern Territory,2020,May,23,8.9,20.4,1.466666667
Northern Territory,2020,May,24,10.23333333,22.7,0
Northern Territory,2020,May,25,10.53333333,24.1,0
Northern Territory,2020,May,26,12.6,24.1,0
Northern Territory,2020,May,27,17,25.23333333,0
Northern Territory,2020,May,28,14.4,27.26666667,0
Northern Territory,2020,May,29,13.46666667,27.83333333,0
Northern Territory,2020,May,30,14.26666667,29.33333333,0
Northern Territory,2020,May,31,17,30.13333333,0
Northern Territory,2020,November,1,21.7,36.73333333,0
Northern Territory,2020,November,2,22.93333333,37.66666667,0
Northern Territory,2020,November,3,22.8,38.2,0
Northern Territory,2020,November,4,23.06666667,38.43333333,0
Northern Territory,2020,November,5,25.13333333,34.6,0
Northern Territory,2020,November,6,21.7,34.6,1
Northern Territory,2020,November,7,22.53333333,34.23333333,0.8
Northern Territory,2020,November,8,22.06666667,37.06666667,0
Northern Territory,2020,November,9,23.8,38.8,0
